,topic_id,member_id,vote
14319,20130508-122,Steven HO,No
14320,20130508-122,Frankie YICK,No
14321,20130508-122,WU Chi-wai,Absent
14322,20130508-122,YIU Si-wing,No
14323,20130508-122,Gary FAN,Absent
14324,20130508-122,MA Fung-kwok,No
14325,20130508-122,Charles Peter MOK,Absent
14326,20130508-122,CHAN Chi-chuen,Yes
14327,20130508-122,CHAN Han-pan,No
14328,20130508-122,Dr Kenneth CHAN,Absent
14329,20130508-122,CHAN Yuen-han,No
14330,20130508-122,LEUNG Che-cheung,No
14331,20130508-122,Kenneth LEUNG,Absent
14332,20130508-122,Alice MAK,No
14333,20130508-122,Dr KWOK Ka-ki,Absent
14334,20130508-122,KWOK Wai-keung,No
14335,20130508-122,Dennis KWOK,Absent
14336,20130508-122,Christopher CHEUNG,No
14337,20130508-122,Dr Fernando CHEUNG,Absent
14338,20130508-122,SIN Chung-kai,Absent
14339,20130508-122,Dr Helena WONG,Absent
14340,20130508-122,IP Kin-yuen,Absent
14341,20130508-122,Dr Elizabeth QUAT,No
14342,20130508-122,Martin LIAO,No
14343,20130508-122,POON Siu-ping,No
14344,20130508-122,TANG Ka-piu,No
14345,20130508-122,Dr CHIANG Lai-wan,No
14346,20130508-122,Ir Dr LO Wai-kwok,No
14347,20130508-122,CHUNG Kwok-pan,No
14348,20130508-122,Christopher CHUNG,No
14349,20130508-122,Tony TSE,No
14350,20130508-123,TSANG Yok-sing,Present
14351,20130508-123,Albert HO,Absent
14352,20130508-123,LEE Cheuk-yan,Absent
14353,20130508-123,James TO,Absent
14354,20130508-123,CHAN Kam-lam,No
14355,20130508-123,LEUNG Yiu-chung,Absent
14356,20130508-123,Dr LAU Wong-fat,No
14357,20130508-123,Emily LAU,Absent
14358,20130508-123,TAM Yiu-chung,No
14359,20130508-123,Abraham SHEK,No
14360,20130508-123,Tommy CHEUNG,No
14361,20130508-123,Frederick FUNG,Absent
14362,20130508-123,Vincent FANG,Absent
14363,20130508-123,WONG Kwok-hing,Absent
14364,20130508-123,Prof Joseph LEE,Absent
14365,20130508-123,Jeffrey LAM,No
14366,20130508-123,Andrew LEUNG,No
14367,20130508-123,WONG Ting-kwong,No
14368,20130508-123,Ronny TONG,Absent
14369,20130508-123,Cyd HO,Absent
14370,20130508-123,Starry LEE,No
14371,20130508-123,Dr LAM Tai-fai,Absent
14372,20130508-123,CHAN Hak-kan,No
14373,20130508-123,CHAN Kin-por,No
14374,20130508-123,Dr Priscilla LEUNG,No
14375,20130508-123,Dr LEUNG Ka-lau,Absent
14376,20130508-123,CHEUNG Kwok-che,Absent
14377,20130508-123,WONG Kwok-kin,No
14378,20130508-123,IP Kwok-him,No
14379,20130508-123,Mrs Regina IP,No
14380,20130508-123,Paul TSE,No
14381,20130508-123,Alan LEONG,Absent
14382,20130508-123,LEUNG Kwok-hung,Yes
14383,20130508-123,Albert CHAN,Absent
14384,20130508-123,WONG Yuk-man,Absent
14385,20130508-123,Claudia MO,Absent
14386,20130508-123,Michael TIEN,Absent
14387,20130508-123,James TIEN,Absent
14388,20130508-123,NG Leung-sing,No
14389,20130508-123,Steven HO,No
14390,20130508-123,Frankie YICK,No
14391,20130508-123,WU Chi-wai,Absent
14392,20130508-123,YIU Si-wing,No
14393,20130508-123,Gary FAN,Absent
14394,20130508-123,MA Fung-kwok,No
14395,20130508-123,Charles Peter MOK,Absent
14396,20130508-123,CHAN Chi-chuen,Yes
14397,20130508-123,CHAN Han-pan,No
14398,20130508-123,Dr Kenneth CHAN,Absent
14399,20130508-123,CHAN Yuen-han,No
14400,20130508-123,LEUNG Che-cheung,No
14401,20130508-123,Kenneth LEUNG,Absent
14402,20130508-123,Alice MAK,No
14403,20130508-123,Dr KWOK Ka-ki,Absent
14404,20130508-123,KWOK Wai-keung,No
14405,20130508-123,Dennis KWOK,Absent
14406,20130508-123,Christopher CHEUNG,No
14407,20130508-123,Dr Fernando CHEUNG,Absent
14408,20130508-123,SIN Chung-kai,Absent
14409,20130508-123,Dr Helena WONG,Absent
14410,20130508-123,IP Kin-yuen,Absent
14411,20130508-123,Dr Elizabeth QUAT,No
14412,20130508-123,Martin LIAO,No
14413,20130508-123,POON Siu-ping,No
14414,20130508-123,TANG Ka-piu,No
14415,20130508-123,Dr CHIANG Lai-wan,No
14416,20130508-123,Ir Dr LO Wai-kwok,No
14417,20130508-123,CHUNG Kwok-pan,No
14418,20130508-123,Christopher CHUNG,No
14419,20130508-123,Tony TSE,No
14420,20130508-124,TSANG Yok-sing,Present
14421,20130508-124,Albert HO,Absent
14422,20130508-124,LEE Cheuk-yan,Absent
14423,20130508-124,James TO,Absent
14424,20130508-124,CHAN Kam-lam,No
14425,20130508-124,LEUNG Yiu-chung,Absent
14426,20130508-124,Dr LAU Wong-fat,No
14427,20130508-124,Emily LAU,Absent
14428,20130508-124,TAM Yiu-chung,No
14429,20130508-124,Abraham SHEK,Absent
14430,20130508-124,Tommy CHEUNG,Absent
14431,20130508-124,Frederick FUNG,Absent
14432,20130508-124,Vincent FANG,Absent
14433,20130508-124,WONG Kwok-hing,No
14434,20130508-124,Prof Joseph LEE,Absent
14435,20130508-124,Jeffrey LAM,No
14436,20130508-124,Andrew LEUNG,No
14437,20130508-124,WONG Ting-kwong,No
14438,20130508-124,Ronny TONG,Absent
14439,20130508-124,Cyd HO,Absent
14440,20130508-124,Starry LEE,No
14441,20130508-124,Dr LAM Tai-fai,Absent
14442,20130508-124,CHAN Hak-kan,No
14443,20130508-124,CHAN Kin-por,No
14444,20130508-124,Dr Priscilla LEUNG,No
14445,20130508-124,Dr LEUNG Ka-lau,Absent
14446,20130508-124,CHEUNG Kwok-che,Absent
14447,20130508-124,WONG Kwok-kin,No
14448,20130508-124,IP Kwok-him,No
14449,20130508-124,Mrs Regina IP,No
14450,20130508-124,Paul TSE,No
14451,20130508-124,Alan LEONG,Absent
14452,20130508-124,LEUNG Kwok-hung,Yes
14453,20130508-124,Albert CHAN,Absent
14454,20130508-124,WONG Yuk-man,Absent
14455,20130508-124,Claudia MO,Absent
14456,20130508-124,Michael TIEN,Absent
14457,20130508-124,James TIEN,Absent
14458,20130508-124,NG Leung-sing,No
14459,20130508-124,Steven HO,No
14460,20130508-124,Frankie YICK,No
14461,20130508-124,WU Chi-wai,Absent
14462,20130508-124,YIU Si-wing,No
14463,20130508-124,Gary FAN,Absent
14464,20130508-124,MA Fung-kwok,No
14465,20130508-124,Charles Peter MOK,Absent
14466,20130508-124,CHAN Chi-chuen,Yes
14467,20130508-124,CHAN Han-pan,No
14468,20130508-124,Dr Kenneth CHAN,Absent
14469,20130508-124,CHAN Yuen-han,Absent
14470,20130508-124,LEUNG Che-cheung,No
14471,20130508-124,Kenneth LEUNG,Absent
14472,20130508-124,Alice MAK,No
14473,20130508-124,Dr KWOK Ka-ki,Absent
14474,20130508-124,KWOK Wai-keung,No
14475,20130508-124,Dennis KWOK,Absent
14476,20130508-124,Christopher CHEUNG,No
14477,20130508-124,Dr Fernando CHEUNG,Absent
14478,20130508-124,SIN Chung-kai,Absent
14479,20130508-124,Dr Helena WONG,Absent
14480,20130508-124,IP Kin-yuen,Absent
14481,20130508-124,Dr Elizabeth QUAT,No
14482,20130508-124,Martin LIAO,No
14483,20130508-124,POON Siu-ping,No
14484,20130508-124,TANG Ka-piu,No
14485,20130508-124,Dr CHIANG Lai-wan,No
14486,20130508-124,Ir Dr LO Wai-kwok,No
14487,20130508-124,CHUNG Kwok-pan,No
14488,20130508-124,Christopher CHUNG,Absent
14489,20130508-124,Tony TSE,No
14490,20130508-125,TSANG Yok-sing,Present
14491,20130508-125,Albert HO,Absent
14492,20130508-125,LEE Cheuk-yan,Absent
14493,20130508-125,James TO,Absent
14494,20130508-125,CHAN Kam-lam,No
14495,20130508-125,LEUNG Yiu-chung,Absent
14496,20130508-125,Dr LAU Wong-fat,No
14497,20130508-125,Emily LAU,Absent
14498,20130508-125,TAM Yiu-chung,No
14499,20130508-125,Abraham SHEK,Absent
14500,20130508-125,Tommy CHEUNG,Absent
14501,20130508-125,Frederick FUNG,Absent
14502,20130508-125,Vincent FANG,Absent
14503,20130508-125,WONG Kwok-hing,No
14504,20130508-125,Prof Joseph LEE,Absent
14505,20130508-125,Jeffrey LAM,No
14506,20130508-125,Andrew LEUNG,No
14507,20130508-125,WONG Ting-kwong,No
14508,20130508-125,Ronny TONG,Absent
14509,20130508-125,Cyd HO,Absent
14510,20130508-125,Starry LEE,No
14511,20130508-125,Dr LAM Tai-fai,Absent
14512,20130508-125,CHAN Hak-kan,No
14513,20130508-125,CHAN Kin-por,No
14514,20130508-125,Dr Priscilla LEUNG,No
14515,20130508-125,Dr LEUNG Ka-lau,Absent
14516,20130508-125,CHEUNG Kwok-che,Absent
14517,20130508-125,WONG Kwok-kin,No
14518,20130508-125,IP Kwok-him,No
14519,20130508-125,Mrs Regina IP,No
14520,20130508-125,Paul TSE,No
14521,20130508-125,Alan LEONG,Absent
14522,20130508-125,LEUNG Kwok-hung,Yes
14523,20130508-125,Albert CHAN,Absent
14524,20130508-125,WONG Yuk-man,Absent
14525,20130508-125,Claudia MO,Absent
14526,20130508-125,Michael TIEN,Absent
14527,20130508-125,James TIEN,Absent
14528,20130508-125,NG Leung-sing,No
14529,20130508-125,Steven HO,No
14530,20130508-125,Frankie YICK,No
14531,20130508-125,WU Chi-wai,Absent
14532,20130508-125,YIU Si-wing,No
14533,20130508-125,Gary FAN,Absent
14534,20130508-125,MA Fung-kwok,Absent
14535,20130508-125,Charles Peter MOK,Absent
14536,20130508-125,CHAN Chi-chuen,Yes
14537,20130508-125,CHAN Han-pan,No
14538,20130508-125,Dr Kenneth CHAN,Absent
14539,20130508-125,CHAN Yuen-han,Absent
14540,20130508-125,LEUNG Che-cheung,No
14541,20130508-125,Kenneth LEUNG,Absent
14542,20130508-125,Alice MAK,No
14543,20130508-125,Dr KWOK Ka-ki,Absent
14544,20130508-125,KWOK Wai-keung,No
14545,20130508-125,Dennis KWOK,Absent
14546,20130508-125,Christopher CHEUNG,No
14547,20130508-125,Dr Fernando CHEUNG,Absent
14548,20130508-125,SIN Chung-kai,Absent
14549,20130508-125,Dr Helena WONG,Absent
14550,20130508-125,IP Kin-yuen,Absent
14551,20130508-125,Dr Elizabeth QUAT,No
14552,20130508-125,Martin LIAO,No
14553,20130508-125,POON Siu-ping,No
14554,20130508-125,TANG Ka-piu,No
14555,20130508-125,Dr CHIANG Lai-wan,No
14556,20130508-125,Ir Dr LO Wai-kwok,No
14557,20130508-125,CHUNG Kwok-pan,No
14558,20130508-125,Christopher CHUNG,No
14559,20130508-125,Tony TSE,No
14560,20130508-126,TSANG Yok-sing,Present
14561,20130508-126,Albert HO,Absent
14562,20130508-126,LEE Cheuk-yan,Absent
14563,20130508-126,James TO,Absent
14564,20130508-126,CHAN Kam-lam,No
14565,20130508-126,LEUNG Yiu-chung,Absent
14566,20130508-126,Dr LAU Wong-fat,No
14567,20130508-126,Emily LAU,Absent
14568,20130508-126,TAM Yiu-chung,No
14569,20130508-126,Abraham SHEK,Absent
14570,20130508-126,Tommy CHEUNG,Absent
14571,20130508-126,Frederick FUNG,Absent
14572,20130508-126,Vincent FANG,Absent
14573,20130508-126,WONG Kwok-hing,No
14574,20130508-126,Prof Joseph LEE,Absent
14575,20130508-126,Jeffrey LAM,No
14576,20130508-126,Andrew LEUNG,No
14577,20130508-126,WONG Ting-kwong,No
14578,20130508-126,Ronny TONG,Absent
14579,20130508-126,Cyd HO,Absent
14580,20130508-126,Starry LEE,No
14581,20130508-126,Dr LAM Tai-fai,Absent
14582,20130508-126,CHAN Hak-kan,No
14583,20130508-126,CHAN Kin-por,No
14584,20130508-126,Dr Priscilla LEUNG,No
14585,20130508-126,Dr LEUNG Ka-lau,Absent
14586,20130508-126,CHEUNG Kwok-che,Absent
14587,20130508-126,WONG Kwok-kin,No
14588,20130508-126,IP Kwok-him,Absent
14589,20130508-126,Mrs Regina IP,No
14590,20130508-126,Paul TSE,No
14591,20130508-126,Alan LEONG,Absent
14592,20130508-126,LEUNG Kwok-hung,Yes
14593,20130508-126,Albert CHAN,Absent
14594,20130508-126,WONG Yuk-man,Absent
14595,20130508-126,Claudia MO,Absent
14596,20130508-126,Michael TIEN,Absent
14597,20130508-126,James TIEN,Absent
14598,20130508-126,NG Leung-sing,No
14599,20130508-126,Steven HO,No
14600,20130508-126,Frankie YICK,No
14601,20130508-126,WU Chi-wai,Absent
14602,20130508-126,YIU Si-wing,No
14603,20130508-126,Gary FAN,Absent
14604,20130508-126,MA Fung-kwok,No
14605,20130508-126,Charles Peter MOK,Absent
14606,20130508-126,CHAN Chi-chuen,No
14607,20130508-126,CHAN Han-pan,No
14608,20130508-126,Dr Kenneth CHAN,Absent
14609,20130508-126,CHAN Yuen-han,Absent
14610,20130508-126,LEUNG Che-cheung,No
14611,20130508-126,Kenneth LEUNG,Absent
14612,20130508-126,Alice MAK,No
14613,20130508-126,Dr KWOK Ka-ki,Absent
14614,20130508-126,KWOK Wai-keung,No
14615,20130508-126,Dennis KWOK,Absent
14616,20130508-126,Christopher CHEUNG,No
14617,20130508-126,Dr Fernando CHEUNG,Absent
14618,20130508-126,SIN Chung-kai,Absent
14619,20130508-126,Dr Helena WONG,Absent
14620,20130508-126,IP Kin-yuen,Absent
14621,20130508-126,Dr Elizabeth QUAT,No
14622,20130508-126,Martin LIAO,No
14623,20130508-126,POON Siu-ping,No
14624,20130508-126,TANG Ka-piu,No
14625,20130508-126,Dr CHIANG Lai-wan,No
14626,20130508-126,Ir Dr LO Wai-kwok,No
14627,20130508-126,CHUNG Kwok-pan,No
14628,20130508-126,Christopher CHUNG,No
14629,20130508-126,Tony TSE,No
14630,20130508-127,TSANG Yok-sing,Present
14631,20130508-127,Albert HO,Absent
14632,20130508-127,LEE Cheuk-yan,Absent
14633,20130508-127,James TO,Absent
14634,20130508-127,CHAN Kam-lam,No
14635,20130508-127,LEUNG Yiu-chung,Absent
14636,20130508-127,Dr LAU Wong-fat,No
14637,20130508-127,Emily LAU,Absent
14638,20130508-127,TAM Yiu-chung,No
14639,20130508-127,Abraham SHEK,Absent
14640,20130508-127,Tommy CHEUNG,Absent
14641,20130508-127,Frederick FUNG,Absent
14642,20130508-127,Vincent FANG,Absent
14643,20130508-127,WONG Kwok-hing,No
14644,20130508-127,Prof Joseph LEE,Absent
14645,20130508-127,Jeffrey LAM,No
14646,20130508-127,Andrew LEUNG,No
14647,20130508-127,WONG Ting-kwong,No
14648,20130508-127,Ronny TONG,Absent
14649,20130508-127,Cyd HO,Absent
14650,20130508-127,Starry LEE,No
14651,20130508-127,Dr LAM Tai-fai,Absent
14652,20130508-127,CHAN Hak-kan,No
14653,20130508-127,CHAN Kin-por,No
14654,20130508-127,Dr Priscilla LEUNG,No
14655,20130508-127,Dr LEUNG Ka-lau,Absent
14656,20130508-127,CHEUNG Kwok-che,Absent
14657,20130508-127,WONG Kwok-kin,No
14658,20130508-127,IP Kwok-him,Absent
14659,20130508-127,Mrs Regina IP,No
14660,20130508-127,Paul TSE,No
14661,20130508-127,Alan LEONG,Absent
14662,20130508-127,LEUNG Kwok-hung,Yes
14663,20130508-127,Albert CHAN,Absent
14664,20130508-127,WONG Yuk-man,Absent
14665,20130508-127,Claudia MO,Absent
14666,20130508-127,Michael TIEN,Absent
14667,20130508-127,James TIEN,Absent
14668,20130508-127,NG Leung-sing,No
14669,20130508-127,Steven HO,No
14670,20130508-127,Frankie YICK,No
14671,20130508-127,WU Chi-wai,Absent
14672,20130508-127,YIU Si-wing,No
14673,20130508-127,Gary FAN,Abstain
14674,20130508-127,MA Fung-kwok,No
14675,20130508-127,Charles Peter MOK,Absent
14676,20130508-127,CHAN Chi-chuen,No
14677,20130508-127,CHAN Han-pan,No
14678,20130508-127,Dr Kenneth CHAN,Absent
14679,20130508-127,CHAN Yuen-han,Absent
14680,20130508-127,LEUNG Che-cheung,No
14681,20130508-127,Kenneth LEUNG,Absent
14682,20130508-127,Alice MAK,No
14683,20130508-127,Dr KWOK Ka-ki,Absent
14684,20130508-127,KWOK Wai-keung,No
14685,20130508-127,Dennis KWOK,Absent
14686,20130508-127,Christopher CHEUNG,No
14687,20130508-127,Dr Fernando CHEUNG,Absent
14688,20130508-127,SIN Chung-kai,Absent
14689,20130508-127,Dr Helena WONG,Absent
14690,20130508-127,IP Kin-yuen,Absent
14691,20130508-127,Dr Elizabeth QUAT,No
14692,20130508-127,Martin LIAO,No
14693,20130508-127,POON Siu-ping,No
14694,20130508-127,TANG Ka-piu,No
14695,20130508-127,Dr CHIANG Lai-wan,No
14696,20130508-127,Ir Dr LO Wai-kwok,No
14697,20130508-127,CHUNG Kwok-pan,No
14698,20130508-127,Christopher CHUNG,No
14699,20130508-127,Tony TSE,No
14700,20130508-128,TSANG Yok-sing,Present
14701,20130508-128,Albert HO,Absent
14702,20130508-128,LEE Cheuk-yan,Absent
14703,20130508-128,James TO,Absent
14704,20130508-128,CHAN Kam-lam,No
14705,20130508-128,LEUNG Yiu-chung,Absent
14706,20130508-128,Dr LAU Wong-fat,No
14707,20130508-128,Emily LAU,Absent
14708,20130508-128,TAM Yiu-chung,No
14709,20130508-128,Abraham SHEK,Absent
14710,20130508-128,Tommy CHEUNG,Absent
14711,20130508-128,Frederick FUNG,Absent
14712,20130508-128,Vincent FANG,Absent
14713,20130508-128,WONG Kwok-hing,No
14714,20130508-128,Prof Joseph LEE,Absent
14715,20130508-128,Jeffrey LAM,No
14716,20130508-128,Andrew LEUNG,No
14717,20130508-128,WONG Ting-kwong,No
14718,20130508-128,Ronny TONG,Absent
14719,20130508-128,Cyd HO,Absent
14720,20130508-128,Starry LEE,No
14721,20130508-128,Dr LAM Tai-fai,Absent
14722,20130508-128,CHAN Hak-kan,No
14723,20130508-128,CHAN Kin-por,No
14724,20130508-128,Dr Priscilla LEUNG,No
14725,20130508-128,Dr LEUNG Ka-lau,Absent
14726,20130508-128,CHEUNG Kwok-che,Absent
14727,20130508-128,WONG Kwok-kin,No
14728,20130508-128,IP Kwok-him,Absent
14729,20130508-128,Mrs Regina IP,No
14730,20130508-128,Paul TSE,No
14731,20130508-128,Alan LEONG,Absent
14732,20130508-128,LEUNG Kwok-hung,Yes
14733,20130508-128,Albert CHAN,Absent
14734,20130508-128,WONG Yuk-man,Absent
14735,20130508-128,Claudia MO,Absent
14736,20130508-128,Michael TIEN,Absent
14737,20130508-128,James TIEN,Absent
14738,20130508-128,NG Leung-sing,No
14739,20130508-128,Steven HO,No
14740,20130508-128,Frankie YICK,No
14741,20130508-128,WU Chi-wai,Absent
14742,20130508-128,YIU Si-wing,No
14743,20130508-128,Gary FAN,Abstain
14744,20130508-128,MA Fung-kwok,No
14745,20130508-128,Charles Peter MOK,Absent
14746,20130508-128,CHAN Chi-chuen,No
14747,20130508-128,CHAN Han-pan,No
14748,20130508-128,Dr Kenneth CHAN,Absent
14749,20130508-128,CHAN Yuen-han,Absent
14750,20130508-128,LEUNG Che-cheung,No
14751,20130508-128,Kenneth LEUNG,Absent
14752,20130508-128,Alice MAK,No
14753,20130508-128,Dr KWOK Ka-ki,Absent
14754,20130508-128,KWOK Wai-keung,No
14755,20130508-128,Dennis KWOK,Absent
14756,20130508-128,Christopher CHEUNG,No
14757,20130508-128,Dr Fernando CHEUNG,Absent
14758,20130508-128,SIN Chung-kai,Absent
14759,20130508-128,Dr Helena WONG,Absent
14760,20130508-128,IP Kin-yuen,Absent
14761,20130508-128,Dr Elizabeth QUAT,No
14762,20130508-128,Martin LIAO,No
14763,20130508-128,POON Siu-ping,No
14764,20130508-128,TANG Ka-piu,No
14765,20130508-128,Dr CHIANG Lai-wan,No
14766,20130508-128,Ir Dr LO Wai-kwok,No
14767,20130508-128,CHUNG Kwok-pan,No
14768,20130508-128,Christopher CHUNG,No
14769,20130508-128,Tony TSE,No
14770,20130508-129,TSANG Yok-sing,Present
14771,20130508-129,Albert HO,Absent
14772,20130508-129,LEE Cheuk-yan,Absent
14773,20130508-129,James TO,Absent
14774,20130508-129,CHAN Kam-lam,No
14775,20130508-129,LEUNG Yiu-chung,Absent
14776,20130508-129,Dr LAU Wong-fat,No
14777,20130508-129,Emily LAU,Absent
14778,20130508-129,TAM Yiu-chung,No
14779,20130508-129,Abraham SHEK,Absent
14780,20130508-129,Tommy CHEUNG,Absent
14781,20130508-129,Frederick FUNG,Absent
14782,20130508-129,Vincent FANG,Absent
14783,20130508-129,WONG Kwok-hing,No
14784,20130508-129,Prof Joseph LEE,Absent
14785,20130508-129,Jeffrey LAM,No
14786,20130508-129,Andrew LEUNG,No
14787,20130508-129,WONG Ting-kwong,No
14788,20130508-129,Ronny TONG,Absent
14789,20130508-129,Cyd HO,Absent
14790,20130508-129,Starry LEE,No
14791,20130508-129,Dr LAM Tai-fai,Absent
14792,20130508-129,CHAN Hak-kan,No
14793,20130508-129,CHAN Kin-por,No
14794,20130508-129,Dr Priscilla LEUNG,No
14795,20130508-129,Dr LEUNG Ka-lau,Absent
14796,20130508-129,CHEUNG Kwok-che,Absent
14797,20130508-129,WONG Kwok-kin,No
14798,20130508-129,IP Kwok-him,Absent
14799,20130508-129,Mrs Regina IP,No
14800,20130508-129,Paul TSE,No
14801,20130508-129,Alan LEONG,Absent
14802,20130508-129,LEUNG Kwok-hung,Yes
14803,20130508-129,Albert CHAN,Absent
14804,20130508-129,WONG Yuk-man,Absent
14805,20130508-129,Claudia MO,Absent
14806,20130508-129,Michael TIEN,Absent
14807,20130508-129,James TIEN,Absent
14808,20130508-129,NG Leung-sing,No
14809,20130508-129,Steven HO,No
14810,20130508-129,Frankie YICK,No
14811,20130508-129,WU Chi-wai,Absent
14812,20130508-129,YIU Si-wing,No
14813,20130508-129,Gary FAN,Abstain
14814,20130508-129,MA Fung-kwok,No
14815,20130508-129,Charles Peter MOK,Absent
14816,20130508-129,CHAN Chi-chuen,Yes
14817,20130508-129,CHAN Han-pan,No
14818,20130508-129,Dr Kenneth CHAN,Absent
14819,20130508-129,CHAN Yuen-han,Absent
14820,20130508-129,LEUNG Che-cheung,No
14821,20130508-129,Kenneth LEUNG,Absent
14822,20130508-129,Alice MAK,No
14823,20130508-129,Dr KWOK Ka-ki,Absent
14824,20130508-129,KWOK Wai-keung,No
14825,20130508-129,Dennis KWOK,Absent
14826,20130508-129,Christopher CHEUNG,No
14827,20130508-129,Dr Fernando CHEUNG,Absent
14828,20130508-129,SIN Chung-kai,Absent
14829,20130508-129,Dr Helena WONG,Absent
14830,20130508-129,IP Kin-yuen,Absent
14831,20130508-129,Dr Elizabeth QUAT,No
14832,20130508-129,Martin LIAO,No
14833,20130508-129,POON Siu-ping,No
14834,20130508-129,TANG Ka-piu,No
14835,20130508-129,Dr CHIANG Lai-wan,No
14836,20130508-129,Ir Dr LO Wai-kwok,No
14837,20130508-129,CHUNG Kwok-pan,No
14838,20130508-129,Christopher CHUNG,No
14839,20130508-129,Tony TSE,No
14840,20130508-130,TSANG Yok-sing,Present
14841,20130508-130,Albert HO,Absent
14842,20130508-130,LEE Cheuk-yan,Absent
14843,20130508-130,James TO,Absent
14844,20130508-130,CHAN Kam-lam,No
14845,20130508-130,LEUNG Yiu-chung,Absent
14846,20130508-130,Dr LAU Wong-fat,No
14847,20130508-130,Emily LAU,Absent
14848,20130508-130,TAM Yiu-chung,No
14849,20130508-130,Abraham SHEK,Absent
14850,20130508-130,Tommy CHEUNG,Absent
14851,20130508-130,Frederick FUNG,Absent
14852,20130508-130,Vincent FANG,Absent
14853,20130508-130,WONG Kwok-hing,No
14854,20130508-130,Prof Joseph LEE,Absent
14855,20130508-130,Jeffrey LAM,No
14856,20130508-130,Andrew LEUNG,No
14857,20130508-130,WONG Ting-kwong,No
14858,20130508-130,Ronny TONG,Absent
14859,20130508-130,Cyd HO,Absent
14860,20130508-130,Starry LEE,No
14861,20130508-130,Dr LAM Tai-fai,Absent
14862,20130508-130,CHAN Hak-kan,No
14863,20130508-130,CHAN Kin-por,No
14864,20130508-130,Dr Priscilla LEUNG,No
14865,20130508-130,Dr LEUNG Ka-lau,Absent
14866,20130508-130,CHEUNG Kwok-che,Absent
14867,20130508-130,WONG Kwok-kin,No
14868,20130508-130,IP Kwok-him,Absent
14869,20130508-130,Mrs Regina IP,No
14870,20130508-130,Paul TSE,No
14871,20130508-130,Alan LEONG,Absent
14872,20130508-130,LEUNG Kwok-hung,Yes
14873,20130508-130,Albert CHAN,Absent
14874,20130508-130,WONG Yuk-man,Absent
14875,20130508-130,Claudia MO,Absent
14876,20130508-130,Michael TIEN,Absent
14877,20130508-130,James TIEN,Absent
14878,20130508-130,NG Leung-sing,No
14879,20130508-130,Steven HO,No
14880,20130508-130,Frankie YICK,No
14881,20130508-130,WU Chi-wai,Absent
14882,20130508-130,YIU Si-wing,No
14883,20130508-130,Gary FAN,Abstain
14884,20130508-130,MA Fung-kwok,No
